datatype,file,tile_path,label_path,cluster_exist
train,LS-265.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-265_4_2.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-265_4_2.txt,False
train,LS-445.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-445_2_8.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-445_2_8.txt,True
train,LS-473.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-473_0_1.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-473_0_1.txt,True
train,LS-640.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-640_2_2.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-640_2_2.txt,True
train,LS-541.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-541_0_1.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-541_0_1.txt,True
train,LS-446.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-446_1_0.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-446_1_0.txt,True
train,LS-532.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-532_2_3.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-532_2_3.txt,True
train,LS-068.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-068_1_5.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-068_1_5.txt,True
train,LS-415.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-415_0_4.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-415_0_4.txt,False
train,LS-309.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-309_2_6.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-309_2_6.txt,True
train,LS-303.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-303_3_0.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-303_3_0.txt,False
train,LS-078.jpeg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-078_2_2.jpeg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-078_2_2.txt,True
train,LS-015.jpeg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-015_3_5.jpeg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-015_3_5.txt,True
train,LS-132.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-132_2_2.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-132_2_2.txt,True
train,LS-221.jpeg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-221_1_0.jpeg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-221_1_0.txt,False
train,LS-375.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-375_1_6.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-375_1_6.txt,True
train,LS-192.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-192_3_5.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-192_3_5.txt,True
train,LS-173.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-173_1_3.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-173_1_3.txt,True
train,LS-330.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-330_3_5.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-330_3_5.txt,True
train,LS-432.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-432_5_3.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-432_5_3.txt,True
train,LS-099.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-099_1_2.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-099_1_2.txt,True
train,LS-146.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-146_3_3.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-146_3_3.txt,True
train,LS-078.jpeg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-078_1_1.jpeg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-078_1_1.txt,False
train,LS-290.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-290_1_2.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-290_1_2.txt,True
train,LS-380.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-380_0_0.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-380_0_0.txt,False
train,LS-112.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-112_5_2.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-112_5_2.txt,True
train,LS-059.jpeg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-059_3_7.jpeg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-059_3_7.txt,False
train,LS-411.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-411_3_5.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-411_3_5.txt,True
train,LS-056.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-056_3_2.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-056_3_2.txt,True
train,LS-190.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-190_1_1.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-190_1_1.txt,True
train,LS-105.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-105_2_4.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-105_2_4.txt,True
train,LS-242.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-242_0_7.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-242_0_7.txt,False
train,LS-207.jpeg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-207_5_5.jpeg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-207_5_5.txt,False
train,LS-009.jpeg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-009_0_3.jpeg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-009_0_3.txt,False
train,LS-542.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-542_1_1.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-542_1_1.txt,True
train,LS-441.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-441_0_1.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-441_0_1.txt,True
train,LS-002.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-002_0_6.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-002_0_6.txt,True
train,LS-547.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-547_3_3.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-547_3_3.txt,True
train,LS-310.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-310_1_6.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-310_1_6.txt,False
train,LS-258.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-258_5_5.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-258_5_5.txt,False
train,LS-245.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-245_0_8.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-245_0_8.txt,True
train,LS-340.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-340_3_2.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-340_3_2.txt,True
train,LS-437.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-437_3_3.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-437_3_3.txt,True
train,LS-285.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-285_4_4.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-285_4_4.txt,False
train,LS-219.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-219_2_5.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-219_2_5.txt,True
train,LS-411.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-411_3_3.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-411_3_3.txt,True
train,LS-044.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-044_4_3.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-044_4_3.txt,True
train,LS-397.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-397_3_0.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-397_3_0.txt,False
train,LS-509.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-509_2_3.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-509_2_3.txt,True
train,LS-370.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-370_4_4.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-370_4_4.txt,False
train,LS-350.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-350_0_0.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-350_0_0.txt,False
train,LS-047.jpeg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-047_2_5.jpeg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-047_2_5.txt,True
train,LS-457.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-457_2_4.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-457_2_4.txt,True
train,LS-409.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-409_0_6.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-409_0_6.txt,False
train,LS-253.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-253_0_8.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-253_0_8.txt,False
train,LS-404.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-404_4_2.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-404_4_2.txt,False
train,LS-019.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-019_2_4.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-019_2_4.txt,True
train,LS-167.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-167_2_4.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-167_2_4.txt,True
train,LS-442.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-442_2_8.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-442_2_8.txt,True
train,LS-434.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-434_4_2.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-434_4_2.txt,True
train,LS-082.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-082_2_0.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-082_2_0.txt,True
train,LS-641.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-641_3_3.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-641_3_3.txt,True
train,LS-130.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-130_2_7.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-130_2_7.txt,True
train,LS-634.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-634_3_0.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-634_3_0.txt,True
train,LS-109.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-109_2_0.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-109_2_0.txt,True
train,LS-370.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-370_1_1.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-370_1_1.txt,False
train,LS-336.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-336_4_5.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-336_4_5.txt,False
train,LS-002.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-002_0_1.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-002_0_1.txt,True
train,LS-371.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-371_3_7.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-371_3_7.txt,True
train,LS-197.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-197_4_7.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-197_4_7.txt,True
train,LS-086.jpeg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-086_0_6.jpeg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-086_0_6.txt,True
train,LS-215.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-215_4_1.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-215_4_1.txt,True
train,LS-350.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-350_0_4.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-350_0_4.txt,True
train,LS-099.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-099_4_1.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-099_4_1.txt,False
train,LS-167.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-167_3_3.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-167_3_3.txt,True
train,LS-007.png,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-007_3_7.png,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-007_3_7.txt,True
train,LS-012.jpeg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-012_1_2.jpeg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-012_1_2.txt,True
train,LS-269.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-269_1_2.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-269_1_2.txt,True
train,LS-239.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-239_4_4.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-239_4_4.txt,True
train,LS-423.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-423_4_0.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-423_4_0.txt,False
train,LS-032.jpeg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-032_4_1.jpeg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-032_4_1.txt,True
train,LS-336.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-336_4_6.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-336_4_6.txt,False
train,LS-078.jpeg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-078_2_1.jpeg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-078_2_1.txt,False
train,LS-015.jpeg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-015_1_4.jpeg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-015_1_4.txt,True
train,LS-260.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-260_5_6.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-260_5_6.txt,False
train,LS-074.jpeg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-074_5_2.jpeg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-074_5_2.txt,False
train,LS-425.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-425_2_5.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-425_2_5.txt,False
train,LS-641.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-641_4_5.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-641_4_5.txt,True
train,LS-106.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-106_4_3.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-106_4_3.txt,False
train,LS-265.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-265_1_3.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-265_1_3.txt,True
train,LS-272.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-272_1_0.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-272_1_0.txt,False
train,LS-031.jpeg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-031_4_4.jpeg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-031_4_4.txt,False
train,LS-528.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-528_0_5.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-528_0_5.txt,True
train,LS-546.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-546_2_2.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-546_2_2.txt,True
train,LS-408.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-408_4_0.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-408_4_0.txt,True
train,LS-070.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-070_2_6.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-070_2_6.txt,True
train,LS-051.jpeg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-051_4_2.jpeg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-051_4_2.txt,True
train,LS-289.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-289_0_7.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-289_0_7.txt,True
train,LS-526.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-526_3_1.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-526_3_1.txt,True
train,LS-475.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-475_3_0.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-475_3_0.txt,True
train,LS-427.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-427_1_7.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-427_1_7.txt,False
train,LS-459.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-459_2_2.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-459_2_2.txt,True
train,LS-464.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-464_1_1.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-464_1_1.txt,True
train,LS-408.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-408_4_1.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-408_4_1.txt,True
train,LS-505.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-505_2_1.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-505_2_1.txt,True
train,LS-192.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-192_3_5.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-192_3_5.txt,True
train,LS-408.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-408_3_2.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-408_3_2.txt,True
train,LS-336.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-336_5_4.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-336_5_4.txt,False
train,LS-265.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-265_2_2.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-265_2_2.txt,True
train,LS-412.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-412_1_3.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-412_1_3.txt,False
train,LS-137.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-137_3_2.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-137_3_2.txt,True
train,LS-408.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-408_5_5.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-408_5_5.txt,True
train,LS-444.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-444_0_5.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-444_0_5.txt,True
train,LS-075.jpeg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-075_0_2.jpeg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-075_0_2.txt,True
train,LS-517.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-517_1_2.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-517_1_2.txt,True
train,LS-224.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-224_1_5.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-224_1_5.txt,True
train,LS-162.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/original_LS-162_2_4.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/original_LS-162_2_4.txt,True
train,LS-039.jpeg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-039_3_1.jpeg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-039_3_1.txt,True
train,LS-484.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-484_0_1.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-484_0_1.txt,True
train,LS-440.jpg,/workspace/Special_Problem/yolo_dataset_version_2/images/train/augmented_LS-440_1_8.jpg,/workspace/Special_Problem/yolo_dataset_version_2/labels/train/augmented_LS-440_1_8.txt,True
